Sexo;Comunidades y Ciudades Autónomas;Nacionalidad;Periodo;Total
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2013;35,1
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2012;46,4
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2011;44,6
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2010;38,7
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2009;40,5
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2008;36,3
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2007;34,7
Hombres;07 Castilla y León;Extranjera: No pertenecientes a la Unión Europea;2006;42,7
Hombres;08 Castilla - La Mancha;Total;2022;1.020,4
Hombres;08 Castilla - La Mancha;Total;2021;1.017,4
Hombres;08 Castilla - La Mancha;Total;2020;1.016,7
Hombres;08 Castilla - La Mancha;Total;2019;1.012,5
Hombres;08 Castilla - La Mancha;Total;2018;1.008,1
Hombres;08 Castilla - La Mancha;Total;2017;1.011,5
Hombres;08 Castilla - La Mancha;Total;2016;1.016,2
Hombres;08 Castilla - La Mancha;Total;2015;1.022,4
Hombres;08 Castilla - La Mancha;Total;2014;1.027,9
Hombres;08 Castilla - La Mancha;Total;2013;1.037,6
Hombres;08 Castilla - La Mancha;Total;2012;1.046,9
Hombres;08 Castilla - La Mancha;Total;2011;1.049,8
Hombres;08 Castilla - La Mancha;Total;2010;1.045,1
Hombres;08 Castilla - La Mancha;Total;2009;1.039,2
Hombres;08 Castilla - La Mancha;Total;2008;1.027,4
Hombres;08 Castilla - La Mancha;Total;2007;1.002,1
Hombres;08 Castilla - La Mancha;Total;2006;968,3
Hombres;08 Castilla - La Mancha;Española;2022;916,2
Hombres;08 Castilla - La Mancha;Española;2021;922,9
Hombres;08 Castilla - La Mancha;Española;2020;928,9
Hombres;08 Castilla - La Mancha;Española;2019;926,5
Hombres;08 Castilla - La Mancha;Española;2018;929,4
Hombres;08 Castilla - La Mancha;Española;2017;931,9
Hombres;08 Castilla - La Mancha;Española;2016;937
Hombres;08 Castilla - La Mancha;Española;2015;944,8
Hombres;08 Castilla - La Mancha;Española;2014;945,7
Hombres;08 Castilla - La Mancha;Española;2013;947,3
Hombres;08 Castilla - La Mancha;Española;2012;952,2
Hombres;08 Castilla - La Mancha;Española;2011;952,2
Hombres;08 Castilla - La Mancha;Española;2010;941,6
Hombres;08 Castilla - La Mancha;Española;2009;932,6
Hombres;08 Castilla - La Mancha;Española;2008;924,5
Hombres;08 Castilla - La Mancha;Española;2007;915,9
Hombres;08 Castilla - La Mancha;Española;2006;901,2
Hombres;08 Castilla - La Mancha;Extranjera: Total;2022;104,2
Hombres;08 Castilla - La Mancha;Extranjera: Total;2021;94,6
Hombres;08 Castilla - La Mancha;Extranjera: Total;2020;87,8
Hombres;08 Castilla - La Mancha;Extranjera: Total;2019;86
Hombres;08 Castilla - La Mancha;Extranjera: Total;2018;78,7
Hombres;08 Castilla - La Mancha;Extranjera: Total;2017;79,6
Hombres;08 Castilla - La Mancha;Extranjera: Total;2016;79,2
Hombres;08 Castilla - La Mancha;Extranjera: Total;2015;77,5
Hombres;08 Castilla - La Mancha;Extranjera: Total;2014;82,2
Hombres;08 Castilla - La Mancha;Extranjera: Total;2013;90,3
Hombres;08 Castilla - La Mancha;Extranjera: Total;2012;94,7
Hombres;08 Castilla - La Mancha;Extranjera: Total;2011;97,7
Hombres;08 Castilla - La Mancha;Extranjera: Total;2010;103,4
Hombres;08 Castilla - La Mancha;Extranjera: Total;2009;106,5
Hombres;08 Castilla - La Mancha;Extranjera: Total;2008;102,9
Hombres;08 Castilla - La Mancha;Extranjera: Total;2007;86,2
Hombres;08 Castilla - La Mancha;Extranjera: Total;2006;67,1
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2022;42,9
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2021;38,6
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2020;36,4
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2019;42,1
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2018;37,8
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2017;41
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2016;36,8
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2015;37,1
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2014;40,7
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2013;37,2
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2012;42,6
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2011;38,3
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2010;41,9
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2009;48,3
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2008;44,3
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2007;38,2
Hombres;08 Castilla - La Mancha;Extranjera: Unión Europea;2006;2,6
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2022;61,4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2021;56
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2020;51,4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2019;43,9
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2018;40,9
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2017;38,5
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2016;42,4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2015;40,4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2014;41,5
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2013;53,1
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2012;52,1
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2011;59,4
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2010;61,5
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2009;58,2
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2008;58,6
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2007;48
Hombres;08 Castilla - La Mancha;Extranjera: No pertenecientes a la Unión Europea;2006;64,4
Hombres;09 Cataluña;Total;2022;3.716,1
Hombres;09 Cataluña;Total;2021;3.712,7
Hombres;09 Cataluña;Total;2020;3.712
Hombres;09 Cataluña;Total;2019;3.693,5
Hombres;09 Cataluña;Total;2018;3.650,6
Hombres;09 Cataluña;Total;2017;3.613,7
Hombres;09 Cataluña;Total;2016;3.598,8
Hombres;09 Cataluña;Total;2015;3.592
Hombres;09 Cataluña;Total;2014;3.599,3
Hombres;09 Cataluña;Total;2013;3.631,1
Hombres;09 Cataluña;Total;2012;3.667,6
Hombres;09 Cataluña;Total;2011;3.682,8
Hombres;09 Cataluña;Total;2010;3.677,5
Hombres;09 Cataluña;Total;2009;3.669,5
Hombres;09 Cataluña;Total;2008;3.637,9
Hombres;09 Cataluña;Total;2007;3.564,1
Hombres;09 Cataluña;Total;2006;3.483,4
Hombres;09 Cataluña;Española;2022;3.169,4
Hombres;09 Cataluña;Española;2021;3.181
Hombres;09 Cataluña;Española;2020;3.203,1
Hombres;09 Cataluña;Española;2019;3.192,3
Hombres;09 Cataluña;Española;2018;3.195,4
Hombres;09 Cataluña;Española;2017;3.165,9
Hombres;09 Cataluña;Española;2016;3.173,3
Hombres;09 Cataluña;Española;2015;3.183,2
Hombres;09 Cataluña;Española;2014;3.160
Hombres;09 Cataluña;Española;2013;3.108
Hombres;09 Cataluña;Española;2012;3.132,8
Hombres;09 Cataluña;Española;2011;3.139,6
Hombres;09 Cataluña;Española;2010;3.121,7
Hombres;09 Cataluña;Española;2009;3.097,7
Hombres;09 Cataluña;Española;2008;3.068,6
Hombres;09 Cataluña;Española;2007;3.059,6
Hombres;09 Cataluña;Española;2006;3.038
Hombres;09 Cataluña;Extranjera: Total;2022;546,7
Hombres;09 Cataluña;Extranjera: Total;2021;531,7
Hombres;09 Cataluña;Extranjera: Total;2020;508,9
Hombres;09 Cataluña;Extranjera: Total;2019;501,2
Hombres;09 Cataluña;Extranjera: Total;2018;455,2
Hombres;09 Cataluña;Extranjera: Total;2017;447,9
Hombres;09 Cataluña;Extranjera: Total;2016;425,5
Hombres;09 Cataluña;Extranjera: Total;2015;408,8
Hombres;09 Cataluña;Extranjera: Total;2014;439,3
Hombres;09 Cataluña;Extranjera: Total;2013;523,1
Hombres;09 Cataluña;Extranjera: Total;2012;534,8
Hombres;09 Cataluña;Extranjera: Total;2011;543,2
Hombres;09 Cataluña;Extranjera: Total;2010;555,8
Hombres;09 Cataluña;Extranjera: Total;2009;571,8
Hombres;09 Cataluña;Extranjera: Total;2008;569,3
Hombres;09 Cataluña;Extranjera: Total;2007;504,6
Hombres;09 Cataluña;Extranjera: Total;2006;445,4
Hombres;09 Cataluña;Extranjera: Unión Europea;2022;103,4
Hombres;09 Cataluña;Extranjera: Unión Europea;2021;119,7
Hombres;09 Cataluña;Extranjera: Unión Europea;2020;103,9
Hombres;09 Cataluña;Extranjera: Unión Europea;2019;132,1
Hombres;09 Cataluña;Extranjera: Unión Europea;2018;111,3
Hombres;09 Cataluña;Extranjera: Unión Europea;2017;108
Hombres;09 Cataluña;Extranjera: Unión Europea;2016;106,7
Hombres;09 Cataluña;Extranjera: Unión Europea;2015;84,9
Hombres;09 Cataluña;Extranjera: Unión Europea;2014;93,6
Hombres;09 Cataluña;Extranjera: Unión Europea;2013;109
Hombres;09 Cataluña;Extranjera: Unión Europea;2012;108,9
Hombres;09 Cataluña;Extranjera: Unión Europea;2011;117,5
Hombres;09 Cataluña;Extranjera: Unión Europea;2010;128,3
Hombres;09 Cataluña;Extranjera: Unión Europea;2009;111,4
Hombres;09 Cataluña;Extranjera: Unión Europea;2008;118,1
Hombres;09 Cataluña;Extranjera: Unión Europea;2007;102,2
Hombres;09 Cataluña;Extranjera: Unión Europea;2006;50,4
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2022;443,3
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2021;412,1
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2020;405
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2019;369,1
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2018;343,9
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2017;339,8
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2016;318,8
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2015;324
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2014;345,7
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2013;414,1
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2012;425,9
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2011;425,6
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2010;427,5
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2009;460,4
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2008;451,3
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2007;402,3
Hombres;09 Cataluña;Extranjera: No pertenecientes a la Unión Europea;2006;394,9
Hombres;10 Comunitat Valenciana;Total;2022;2.487,4
Hombres;10 Comunitat Valenciana;Total;2021;2.467
Hombres;10 Comunitat Valenciana;Total;2020;2.463,5
Hombres;10 Comunitat Valenciana;Total;2019;2.447
Hombres;10 Comunitat Valenciana;Total;2018;2.428,8
Hombres;10 Comunitat Valenciana;Total;2017;2.421,4
Hombres;10 Comunitat Valenciana;Total;2016;2.416,4
Hombres;10 Comunitat Valenciana;Total;2015;2.424,1
Hombres;10 Comunitat Valenciana;Total;2014;2.433,4
Hombres;10 Comunitat Valenciana;Total;2013;2.442,7
Hombres;10 Comunitat Valenciana;Total;2012;2.463,1
Hombres;10 Comunitat Valenciana;Total;2011;2.469
Hombres;10 Comunitat Valenciana;Total;2010;2.465,8
Hombres;10 Comunitat Valenciana;Total;2009;2.466,9
Hombres;10 Comunitat Valenciana;Total;2008;2.456,8
Hombres;10 Comunitat Valenciana;Total;2007;2.411,2
Hombres;10 Comunitat Valenciana;Total;2006;2.344
Hombres;10 Comunitat Valenciana;Española;2022;2.114,2
Hombres;10 Comunitat Valenciana;Española;2021;2.112,7
Hombres;10 Comunitat Valenciana;Española;2020;2.134,1
Hombres;10 Comunitat Valenciana;Española;2019;2.137,8
Hombres;10 Comunitat Valenciana;Española;2018;2.123,1
Hombres;10 Comunitat Valenciana;Española;2017;2.127,5
Hombres;10 Comunitat Valenciana;Española;2016;2.125,6
Hombres;10 Comunitat Valenciana;Española;2015;2.110,8
Hombres;10 Comunitat Valenciana;Española;2014;2.114,9
Hombres;10 Comunitat Valenciana;Española;2013;2.115,4
Hombres;10 Comunitat Valenciana;Española;2012;2.109,6
Hombres;10 Comunitat Valenciana;Española;2011;2.116
Hombres;10 Comunitat Valenciana;Española;2010;2.093,9
Hombres;10 Comunitat Valenciana;Española;2009;2.084,1
Hombres;10 Comunitat Valenciana;Española;2008;2.074
Hombres;10 Comunitat Valenciana;Española;2007;2.047,1
Hombres;10 Comunitat Valenciana;Española;2006;2.022,5
Hombres;10 Comunitat Valenciana;Extranjera: Total;2022;373,2
Hombres;10 Comunitat Valenciana;Extranjera: Total;2021;354,3
Hombres;10 Comunitat Valenciana;Extranjera: Total;2020;329,4
Hombres;10 Comunitat Valenciana;Extranjera: Total;2019;309,2
Hombres;10 Comunitat Valenciana;Extranjera: Total;2018;305,7
Hombres;10 Comunitat Valenciana;Extranjera: Total;2017;293,9
Hombres;10 Comunitat Valenciana;Extranjera: Total;2016;290,8
Hombres;10 Comunitat Valenciana;Extranjera: Total;2015;313,3
Hombres;10 Comunitat Valenciana;Extranjera: Total;2014;318,6
Hombres;10 Comunitat Valenciana;Extranjera: Total;2013;327,3
Hombres;10 Comunitat Valenciana;Extranjera: Total;2012;353,5
Hombres;10 Comunitat Valenciana;Extranjera: Total;2011;353
Hombres;10 Comunitat Valenciana;Extranjera: Total;2010;371,9
Hombres;10 Comunitat Valenciana;Extranjera: Total;2009;382,8
Hombres;10 Comunitat Valenciana;Extranjera: Total;2008;382,8
Hombres;10 Comunitat Valenciana;Extranjera: Total;2007;364,1
Hombres;10 Comunitat Valenciana;Extranjera: Total;2006;321,4
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2022;118,2
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2021;116,7
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2020;125,4
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2019;141,4
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2018;142,9
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2017;139,8
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2016;138,7
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2015;147,8
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2014;151,2
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2013;150,2
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2012;147,3
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2011;151,7
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2010;160,8
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2009;148,8
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2008;146,2
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2007;141
Hombres;10 Comunitat Valenciana;Extranjera: Unión Europea;2006;78,3
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2022;255
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2021;237,6
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2020;204
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2019;167,8
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2018;162,8
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2017;154,1
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2016;152,1
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2015;165,6
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2014;167,4
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2013;177,1
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2012;206,2
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2011;201,3
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2010;211,1
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2009;234
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2008;236,6
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2007;223,1
Hombres;10 Comunitat Valenciana;Extranjera: No pertenecientes a la Unión Europea;2006;243,1
Hombres;11 Extremadura;Total;2022;515,1
Hombres;11 Extremadura;Total;2021;517,2
Hombres;11 Extremadura;Total;2020;519,8
Hombres;11 Extremadura;Total;2019;521,7
Hombres;11 Extremadura;Total;2018;524,5
Hombres;11 Extremadura;Total;2017;529,6
Hombres;11 Extremadura;Total;2016;533,8
Hombres;11 Extremadura;Total;2015;535,9
Hombres;11 Extremadura;Total;2014;538,6
Hombres;11 Extremadura;Total;2013;541,1
Hombres;11 Extremadura;Total;2012;542,9
Hombres;11 Extremadura;Total;2011;543,4
Hombres;11 Extremadura;Total;2010;542,1
Hombres;11 Extremadura;Total;2009;540,2
Hombres;11 Extremadura;Total;2008;537,7
Hombres;11 Extremadura;Total;2007;534,5
Hombres;11 Extremadura;Total;2006;530,5
Hombres;11 Extremadura;Española;2022;499,8
Hombres;11 Extremadura;Española;2021;502,3
Hombres;11 Extremadura;Española;2020;506,9
Hombres;11 Extremadura;Española;2019;509,2
Hombres;11 Extremadura;Española;2018;511,3
Hombres;11 Extremadura;Española;2017;516,7
Hombres;11 Extremadura;Española;2016;520,8
Hombres;11 Extremadura;Española;2015;522,8
Hombres;11 Extremadura;Española;2014;524,2
Hombres;11 Extremadura;Española;2013;525,3
Hombres;11 Extremadura;Española;2012;526,2
Hombres;11 Extremadura;Española;2011;528,8
Hombres;11 Extremadura;Española;2010;526,6
Hombres;11 Extremadura;Española;2009;524,2
Hombres;11 Extremadura;Española;2008;523,5
Hombres;11 Extremadura;Española;2007;522,3
Hombres;11 Extremadura;Española;2006;519,5
Hombres;11 Extremadura;Extranjera: Total;2022;15,3
Hombres;11 Extremadura;Extranjera: Total;2021;15
Hombres;11 Extremadura;Extranjera: Total;2020;12,9
Hombres;11 Extremadura;Extranjera: Total;2019;12,5
Hombres;11 Extremadura;Extranjera: Total;2018;13,2
Hombres;11 Extremadura;Extranjera: Total;2017;12,8
Hombres;11 Extremadura;Extranjera: Total;2016;12,9
Hombres;11 Extremadura;Extranjera: Total;2015;13,1
Hombres;11 Extremadura;Extranjera: Total;2014;14,4
Hombres;11 Extremadura;Extranjera: Total;2013;15,8
Hombres;11 Extremadura;Extranjera: Total;2012;16,6
Hombres;11 Extremadura;Extranjera: Total;2011;14,6
Hombres;11 Extremadura;Extranjera: Total;2010;15,5
Hombres;11 Extremadura;Extranjera: Total;2009;15,9
Hombres;11 Extremadura;Extranjera: Total;2008;14,2
Hombres;11 Extremadura;Extranjera: Total;2007;12,2
Hombres;11 Extremadura;Extranjera: Total;2006;10,9
Hombres;11 Extremadura;Extranjera: Unión Europea;2022;4,7
Hombres;11 Extremadura;Extranjera: Unión Europea;2021;5,9
Hombres;11 Extremadura;Extranjera: Unión Europea;2020;5,8
Hombres;11 Extremadura;Extranjera: Unión Europea;2019;4,3
Hombres;11 Extremadura;Extranjera: Unión Europea;2018;3,9
Hombres;11 Extremadura;Extranjera: Unión Europea;2017;4,3
Hombres;11 Extremadura;Extranjera: Unión Europea;2016;7,7
Hombres;11 Extremadura;Extranjera: Unión Europea;2015;7,9
Hombres;11 Extremadura;Extranjera: Unión Europea;2014;7,7
Hombres;11 Extremadura;Extranjera: Unión Europea;2013;8,6
Hombres;11 Extremadura;Extranjera: Unión Europea;2012;8,2
Hombres;11 Extremadura;Extranjera: Unión Europea;2011;6,8
Hombres;11 Extremadura;Extranjera: Unión Europea;2010;8,2
Hombres;11 Extremadura;Extranjera: Unión Europea;2009;6,8
Hombres;11 Extremadura;Extranjera: Unión Europea;2008;5,2
Hombres;11 Extremadura;Extranjera: Unión Europea;2007;4
Hombres;11 Extremadura;Extranjera: Unión Europea;2006;2,4
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2022;10,6
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2021;9,1
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2020;7,1
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2019;8,2
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2018;9,3
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2017;8,5
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2016;5,3
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2015;5,2
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2014;6,7
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2013;7,2
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2012;8,4
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2011;7,9
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2010;7,3
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2009;9,1
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2008;9
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2007;8,2
Hombres;11 Extremadura;Extranjera: No pertenecientes a la Unión Europea;2006;8,6
Hombres;12 Galicia;Total;2022;1.288,2
Hombres;12 Galicia;Total;2021;1.289,4
Hombres;12 Galicia;Total;2020;1.292,7
Hombres;12 Galicia;Total;2019;1.293,2
Hombres;12 Galicia;Total;2018;1.293,8
Hombres;12 Galicia;Total;2017;1.298,6
Hombres;12 Galicia;Total;2016;1.303,7
Hombres;12 Galicia;Total;2015;1.308,7
Hombres;12 Galicia;Total;2014;1.314,4
Hombres;12 Galicia;Total;2013;1.321,8
Hombres;12 Galicia;Total;2012;1.328,2
Hombres;12 Galicia;Total;2011;1.330,8
Hombres;12 Galicia;Total;2010;1.330,4
Hombres;12 Galicia;Total;2009;1.328,7
Hombres;12 Galicia;Total;2008;1.323,6
Hombres;12 Galicia;Total;2007;1.316,1
Hombres;12 Galicia;Total;2006;1.308,9
Hombres;12 Galicia;Española;2022;1.230,9
Hombres;12 Galicia;Española;2021;1.238,2
Hombres;12 Galicia;Española;2020;1.245,3
Hombres;12 Galicia;Española;2019;1.248,7
Hombres;12 Galicia;Española;2018;1.253,1
Hombres;12 Galicia;Española;2017;1.258
Hombres;12 Galicia;Española;2016;1.264,4
Hombres;12 Galicia;Española;2015;1.268,3
Hombres;12 Galicia;Española;2014;1.272,6
Hombres;12 Galicia;Española;2013;1.280,5
Hombres;12 Galicia;Española;2012;1.284,6
Hombres;12 Galicia;Española;2011;1.284,7
Hombres;12 Galicia;Española;2010;1.285,3
Hombres;12 Galicia;Española;2009;1.281,7
Hombres;12 Galicia;Española;2008;1.280,5
Hombres;12 Galicia;Española;2007;1.280,1
Hombres;12 Galicia;Española;2006;1.277,9
Hombres;12 Galicia;Extranjera: Total;2022;57,3
Hombres;12 Galicia;Extranjera: Total;2021;51,3
Hombres;12 Galicia;Extranjera: Total;2020;47,4
Hombres;12 Galicia;Extranjera: Total;2019;44,5
Hombres;12 Galicia;Extranjera: Total;2018;40,7
Hombres;12 Galicia;Extranjera: Total;2017;40,6
Hombres;12 Galicia;Extranjera: Total;2016;39,3
Hombres;12 Galicia;Extranjera: Total;2015;40,4
Hombres;12 Galicia;Extranjera: Total;2014;41,8
Hombres;12 Galicia;Extranjera: Total;2013;41,3
Hombres;12 Galicia;Extranjera: Total;2012;43,6
Hombres;12 Galicia;Extranjera: Total;2011;46,1
Hombres;12 Galicia;Extranjera: Total;2010;45,1
Hombres;12 Galicia;Extranjera: Total;2009;47
Hombres;12 Galicia;Extranjera: Total;2008;43,1
Hombres;12 Galicia;Extranjera: Total;2007;36
Hombres;12 Galicia;Extranjera: Total;2006;31
Hombres;12 Galicia;Extranjera: Unión Europea;2022;15,3
Hombres;12 Galicia;Extranjera: Unión Europea;2021;14,2
Hombres;12 Galicia;Extranjera: Unión Europea;2020;13,2
Hombres;12 Galicia;Extranjera: Unión Europea;2019;14,8
Hombres;12 Galicia;Extranjera: Unión Europea;2018;15,8
Hombres;12 Galicia;Extranjera: Unión Europea;2017;16,3
Hombres;12 Galicia;Extranjera: Unión Europea;2016;15,5
Hombres;12 Galicia;Extranjera: Unión Europea;2015;16,9
Hombres;12 Galicia;Extranjera: Unión Europea;2014;17,4
Hombres;12 Galicia;Extranjera: Unión Europea;2013;16,5
Hombres;12 Galicia;Extranjera: Unión Europea;2012;14,7
Hombres;12 Galicia;Extranjera: Unión Europea;2011;13,6
Hombres;12 Galicia;Extranjera: Unión Europea;2010;14,8
Hombres;12 Galicia;Extranjera: Unión Europea;2009;12,3
Hombres;12 Galicia;Extranjera: Unión Europea;2008;11,8
Hombres;12 Galicia;Extranjera: Unión Europea;2007;10,9
Hombres;12 Galicia;Extranjera: Unión Europea;2006;9
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2022;42
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2021;37,1
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2020;34,2
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2019;29,7
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2018;24,9
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2017;24,4
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2016;23,8
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2015;23,5
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2014;24,4
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2013;24,8
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2012;28,9
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2011;32,5
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2010;30,3
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2009;34,7
Hombres;12 Galicia;Extranjera: No pertenecientes a la Unión Europea;2008;31,3
